open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1764547200000,90320.50,90396.90,90254.00,90376.80,393.365,1764547259999,35522468.40870,8771,173.579,15676612.26210,0
1764547260000,90376.80,90376.80,90257.80,90257.80,198.314,1764547319999,17912093.31110,4983,74.329,6713695.48150,0
1764547320000,90257.90,90304.70,90231.90,90264.80,223.181,1764547379999,20146579.00010,5394,112.828,10184970.52410,0
1764547380000,90264.70,90264.70,90150.00,90159.20,433.473,1764547439999,39096563.08860,8890,84.835,7651115.52030,0
1764547440000,90159.20,90159.30,89228.00,89771.40,4556.252,1764547499999,408431492.63190,53109,1598.400,143264747.42990,0
1764547500000,89771.30,89783.60,89476.40,89541.00,1188.505,1764547559999,106472469.70930,23204,567.107,50804571.31410,0
1764547560000,89541.00,89594.20,89354.20,89422.60,1042.860,1764547619999,93301400.50230,21419,421.518,37718934.50160,0
1764547620000,89422.50,89499.60,89150.30,89150.30,929.683,1764547679999,83031996.36120,18476,311.129,27798505.30810,0
1764547680000,89150.30,89338.70,88900.00,89071.10,1521.803,1764547739999,135572879.77220,28743,574.944,51237776.53980,0
1764547740000,89071.30,89240.20,88900.00,89101.00,1173.043,1764547799999,104505976.91110,23554,538.573,47986938.89800,0
1764547800000,89100.90,89230.00,88807.20,89010.20,924.203,1764547859999,82252657.19870,21393,345.201,30729387.13600,0
1764547860000,89010.20,89268.80,88901.70,89202.00,664.814,1764547919999,59237953.61120,16896,400.625,35704647.49310,0
1764547920000,89202.10,89239.50,88925.10,88925.40,581.520,1764547979999,51807073.77870,12392,278.045,24772113.13390,0
1764547980000,88925.40,89045.60,88819.80,88947.00,861.945,1764548039999,76629334.96030,15460,287.568,25565407.82410,0
1764548040000,88947.10,89074.80,88866.10,88887.70,397.892,1764548099999,35394849.37590,11742,210.769,18748741.65560,0
1764548100000,88887.80,89014.00,88811.10,88930.70,502.184,1764548159999,44648471.86270,14077,290.353,25818132.47250,0
1764548160000,88930.70,89056.20,88875.00,88939.70,429.972,1764548219999,38249623.11480,10010,223.848,19912041.60640,0
1764548220000,88939.70,88939.80,88736.10,88754.20,843.285,1764548279999,74893458.14030,14770,263.838,23432225.48370,0
1764548280000,88754.10,88880.80,88610.00,88761.90,1117.305,1764548339999,99115099.19450,20634,437.552,38823632.94280,0
1764548340000,88761.80,88761.80,88591.00,88673.40,608.332,1764548399999,53926655.32030,14683,253.115,22440880.31270,0
1764548400000,88673.50,88818.50,88652.50,88669.60,306.103,1764548459999,27155973.58160,12184,179.495,15924254.18250,0
1764548460000,88669.70,88669.70,88425.50,88521.20,1305.071,1764548519999,115514389.39270,26028,527.704,46709630.79540,0
1764548520000,88521.20,88576.90,88457.40,88556.70,517.641,1764548579999,45819532.40950,14813,317.469,28101846.73140,0
1764548580000,88556.70,88556.70,88400.00,88400.00,508.739,1764548639999,45006095.69400,13050,258.214,22844060.12280,0
1764548640000,88400.10,88546.00,88374.00,88503.70,588.744,1764548699999,52075339.76810,14298,243.081,21505536.30320,0
1764548700000,88503.80,88656.60,88492.90,88580.50,456.640,1764548759999,40450424.54920,12698,258.401,22890568.22920,0
1764548760000,88580.50,88591.80,88431.00,88446.90,291.480,1764548819999,25798533.95150,8194,152.466,13493923.18160,0
1764548820000,88446.80,88446.80,88337.00,88362.50,499.386,1764548879999,44140508.23210,8511,150.874,13334786.91710,0
1764548880000,88362.50,88411.40,88320.00,88335.30,255.367,1764548939999,22561237.57000,7135,98.845,8733231.92930,0
