open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1766534400000,87463.10,87476.20,87434.00,87446.00,62.655,1766534459999,5479496.05670,1343,25.921,2266757.11910,0
1766534460000,87445.90,87520.20,87445.90,87518.70,278.877,1766534519999,24393157.75630,3079,207.939,18187817.59210,0
1766534520000,87518.80,87518.80,87457.50,87474.50,67.078,1766534579999,5869154.70550,1542,15.747,1377684.47490,0
1766534580000,87474.60,87581.90,87474.50,87520.70,353.379,1766534639999,30936209.12350,4610,197.922,17325424.28260,0
1766534640000,87520.70,87544.20,87512.50,87517.90,40.587,1766534699999,3552524.72340,1450,23.118,2023451.54190,0
1766534700000,87517.90,87523.60,87454.30,87475.20,51.379,1766534759999,4495182.64560,1988,23.964,2096587.19420,0
1766534760000,87475.20,87634.20,87475.20,87620.30,204.296,1766534819999,17889454.91950,4152,145.392,12730099.18880,0
1766534820000,87620.20,87620.30,87550.00,87550.00,127.088,1766534879999,11130310.98000,1747,20.426,1788776.75220,0
1766534880000,87550.00,87567.80,87550.00,87550.10,42.221,1766534939999,3696632.15660,1041,26.980,2362218.04980,0
1766534940000,87550.00,87557.20,87471.40,87471.40,34.172,1766534999999,2991042.99090,1557,12.718,1113298.24720,0
1766535000000,87471.00,87488.00,87447.60,87447.60,44.542,1766535059999,3895991.75570,1346,21.514,1881893.60010,0
1766535060000,87447.70,87454.60,87370.80,87400.40,95.728,1766535119999,8366535.89830,3162,51.919,4537369.86790,0
1766535120000,87400.50,87403.70,87364.90,87370.00,34.317,1766535179999,2998670.23330,1165,16.032,1400929.40820,0
1766535180000,87370.10,87382.20,87359.00,87382.20,53.444,1766535239999,4669472.31150,1684,28.056,2451280.83720,0
1766535240000,87382.10,87382.20,87373.90,87381.00,13.143,1766535299999,1148415.29090,503,9.732,850359.71290,0
1766535300000,87380.90,87396.40,87374.30,87382.20,24.554,1766535359999,2145617.16780,919,13.220,1155228.96110,0
1766535360000,87382.30,87384.20,87368.20,87380.00,27.426,1766535419999,2396462.01830,768,16.427,1435348.27670,0
1766535420000,87380.00,87419.10,87380.00,87402.00,31.554,1766535479999,2757819.41540,1036,20.588,1799321.59200,0
1766535480000,87402.10,87402.10,87361.40,87361.50,22.996,1766535539999,2009193.09910,802,6.527,570283.70050,0
1766535540000,87361.50,87361.50,87289.00,87308.90,78.817,1766535599999,6881285.97930,2360,35.831,3128032.15810,0
1766535600000,87309.00,87337.60,87260.00,87288.20,71.005,1766535659999,6198262.79390,2147,26.880,2346533.11380,0
1766535660000,87288.30,87294.30,87230.80,87266.40,157.977,1766535719999,13784926.21910,2587,36.578,3191614.88570,0
1766535720000,87266.30,87268.50,87243.10,87268.50,20.470,1766535779999,1786127.70900,1036,11.501,1003539.38600,0
1766535780000,87268.40,87285.10,87268.40,87281.80,17.625,1766535839999,1538264.30420,560,7.021,612753.71460,0
1766535840000,87281.70,87346.70,87281.70,87346.70,28.025,1766535899999,2446563.33690,1220,25.662,2240272.22810,0
1766535900000,87346.70,87346.80,87305.50,87305.60,18.175,1766535959999,1587101.02390,973,6.090,531793.15670,0
1766535960000,87305.50,87317.50,87292.90,87293.00,14.239,1766536019999,1243153.02730,688,8.166,712940.92470,0
1766536020000,87292.90,87317.50,87292.90,87309.40,23.522,1766536079999,2053646.43010,820,19.234,1679251.52690,0
1766536080000,87309.40,87317.50,87284.40,87286.00,27.646,1766536139999,2413511.25470,663,4.265,372352.27630,0
1766536140000,87286.10,87322.60,87286.00,87319.00,18.760,1766536199999,1637924.05910,710,15.053,1314238.96270,0
1766536200000,87319.00,87319.20,87237.80,87248.80,25.894,1766536259999,2259867.50340,1560,13.119,1144874.70120,0
1766536260000,87248.90,87290.60,87248.80,87290.60,17.117,1766536319999,1493736.97550,854,11.839,1033186.32480,0
1766536320000,87290.60,87290.60,87290.50,87290.50,7.932,1766536379999,692388.73310,271,4.871,425192.51260,0
1766536380000,87290.50,87337.80,87290.50,87316.10,16.957,1766536439999,1480661.63170,1007,12.624,1102266.65320,0
1766536440000,87316.00,87351.10,87316.00,87346.90,20.474,1766536499999,1788127.02880,838,14.957,1306263.56700,0
1766536500000,87346.80,87358.90,87337.30,87337.40,19.102,1766536559999,1668486.74290,876,14.811,1293685.59440,0
1766536560000,87337.30,87364.90,87337.30,87364.80,15.026,1766536619999,1312527.60180,640,13.138,1147605.31730,0
1766536620000,87364.80,87460.50,87364.80,87444.60,47.554,1766536679999,4157298.34350,2637,35.235,3080231.84070,0
1766536680000,87444.50,87507.90,87444.50,87460.10,53.256,1766536739999,4659100.89400,2351,36.004,3149758.70990,0
1766536740000,87460.10,87462.10,87430.00,87442.30,12.448,1766536799999,1088613.48500,878,5.726,500740.20920,0
1766536800000,87442.20,87471.20,87438.70,87450.70,50.972,1766536859999,4457145.05820,1195,44.152,3860701.18800,0
1766536860000,87450.70,87455.80,87446.70,87446.70,12.881,1766536919999,1126445.00690,447,5.056,442152.89750,0
1766536920000,87446.70,87475.30,87446.70,87475.30,11.900,1766536979999,1040673.50540,628,9.140,799309.11690,0
1766536980000,87475.40,87533.80,87475.40,87482.60,46.121,1766537039999,4035604.75720,1829,26.476,2316678.75650,0
1766537040000,87482.60,87482.70,87465.50,87476.60,16.213,1766537099999,1418173.12840,652,7.607,665366.77590,0
1766537100000,87476.50,87558.80,87476.50,87558.80,44.197,1766537159999,3868719.07620,2207,35.457,3103624.20930,0
1766537160000,87558.70,87580.00,87510.90,87525.00,35.019,1766537219999,3065732.72810,1918,13.845,1212004.97340,0
1766537220000,87525.00,87569.00,87514.60,87531.00,43.806,1766537279999,3834941.75850,1776,20.170,1765590.95080,0
1766537280000,87530.90,87545.60,87518.10,87518.20,22.815,1766537339999,1997006.93360,1006,16.656,1457916.33510,0
1766537340000,87518.10,87528.30,87518.10,87528.20,8.782,1766537399999,768654.35970,308,7.064,618285.52780,0
