open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1767052800000,852.850,852.870,852.780,852.860,106.23,1767052859999,90596.07400,206,61.45,52406.07280,0
1767052860000,852.850,852.860,852.450,852.510,450.27,1767052919999,383915.77490,395,135.34,115372.62960,0
1767052920000,852.510,852.770,852.510,852.770,120.41,1767052979999,102655.25090,273,70.29,59926.99740,0
1767052980000,852.770,852.830,852.650,852.730,106.36,1767053039999,90697.78310,297,27.75,23664.06700,0
1767053040000,852.740,852.880,852.730,852.730,67.23,1767053099999,57332.68420,229,47.74,40711.66060,0
1767053100000,852.730,852.810,852.520,852.810,234.22,1767053159999,199701.97990,447,61.25,52223.53900,0
1767053160000,852.810,852.810,852.510,852.510,325.70,1767053219999,277714.60060,326,91.22,77784.21080,0
1767053220000,852.510,853.070,852.420,853.060,243.14,1767053279999,207308.22100,504,183.39,156369.34860,0
1767053280000,853.070,853.420,853.070,853.390,233.24,1767053339999,199029.76470,447,140.47,119866.73340,0
1767053340000,853.390,853.510,853.350,853.410,205.43,1767053399999,175319.91720,338,96.67,82501.45810,0
1767053400000,853.420,853.810,853.420,853.810,161.31,1767053459999,137711.56070,347,144.83,123641.23810,0
1767053460000,853.800,853.870,853.750,853.860,173.61,1767053519999,148232.54190,325,65.31,55762.32670,0
1767053520000,853.870,853.870,853.520,853.520,76.05,1767053579999,64923.72230,213,6.75,5762.29920,0
1767053580000,853.530,853.620,853.420,853.600,203.89,1767053639999,174027.38020,277,58.15,49628.33340,0
1767053640000,853.590,853.660,853.540,853.540,48.54,1767053699999,41435.27420,157,14.73,12573.61340,0
1767053700000,853.540,853.660,853.420,853.650,58.07,1767053759999,49562.90960,204,28.27,24128.48220,0
1767053760000,853.650,853.800,853.650,853.800,32.60,1767053819999,27830.36530,142,29.56,25234.89710,0
1767053820000,853.800,853.800,853.730,853.790,93.15,1767053879999,79529.76120,157,16.60,14172.49350,0
1767053880000,853.790,853.940,853.790,853.940,42.40,1767053939999,36202.18270,179,34.31,29294.99890,0
1767053940000,853.930,853.940,853.830,853.830,104.60,1767053999999,89319.54610,152,10.22,8726.94790,0
1767054000000,853.830,853.830,853.660,853.660,155.99,1767054059999,133172.36580,267,40.60,34663.30110,0
1767054060000,853.670,853.670,853.660,853.660,22.44,1767054119999,19156.20330,108,7.29,6223.25430,0
1767054120000,853.670,853.670,853.510,853.520,108.31,1767054179999,92456.22130,146,1.66,1417.03550,0
1767054180000,853.520,853.740,853.520,853.730,195.97,1767054239999,167272.15650,201,188.24,160673.48480,0
1767054240000,853.730,853.880,853.720,853.800,93.81,1767054299999,80093.53160,275,51.79,44217.95000,0
1767054300000,853.800,853.810,853.800,853.810,92.77,1767054359999,79207.32230,140,29.63,25298.39030,0
1767054360000,853.810,853.880,853.800,853.840,84.90,1767054419999,72490.63890,172,28.23,24103.17060,0
1767054420000,853.850,853.960,853.780,853.780,38.26,1767054479999,32669.15040,254,11.86,10126.93040,0
1767054480000,853.780,853.780,853.480,853.640,49.22,1767054539999,42013.14980,222,18.70,15960.62080,0
1767054540000,853.640,853.640,853.180,853.190,109.54,1767054599999,93478.04750,271,4.70,4011.40100,0
1767054600000,853.190,853.190,852.230,852.280,267.71,1767054659999,228256.51500,663,99.09,84470.09960,0
1767054660000,852.270,852.640,852.270,852.490,443.64,1767054719999,378196.80110,572,351.07,299281.37610,0
1767054720000,852.480,852.480,852.140,852.140,111.03,1767054779999,94628.62160,288,33.57,28610.73760,0
1767054780000,852.140,852.150,851.300,851.490,1411.51,1767054839999,1202424.58730,993,193.81,165022.53670,0
1767054840000,851.490,851.590,851.250,851.580,218.43,1767054899999,185960.80210,423,85.04,72401.60870,0
1767054900000,851.580,851.580,851.230,851.430,233.01,1767054959999,198386.45510,531,101.24,86198.51860,0
1767054960000,851.420,851.680,851.400,851.400,320.10,1767055019999,272572.13410,521,197.57,168230.29450,0
1767055020000,851.410,851.680,851.410,851.630,68.15,1767055079999,58033.61450,275,62.48,53204.93160,0
1767055080000,851.640,851.740,851.010,851.080,247.09,1767055139999,210383.32930,471,57.58,49026.98660,0
1767055140000,851.080,851.350,851.080,851.280,184.36,1767055199999,156934.85010,443,105.21,89559.32420,0
1767055200000,851.280,851.730,851.280,851.730,286.40,1767055259999,243893.76390,604,180.56,153753.70680,0
1767055260000,851.720,851.880,851.680,851.690,192.90,1767055319999,164306.44580,306,138.54,118001.87050,0
1767055320000,851.690,851.690,851.300,851.300,72.97,1767055379999,62128.63410,217,17.10,14558.04390,0
1767055380000,851.310,851.450,851.300,851.450,62.53,1767055439999,53235.33420,210,36.07,30708.66630,0
1767055440000,851.450,851.500,851.440,851.500,32.08,1767055499999,27315.20710,129,20.80,17710.51990,0
1767055500000,851.500,851.800,851.500,851.800,135.81,1767055559999,115666.37670,422,116.36,99099.71920,0
1767055560000,851.800,851.800,851.560,851.570,231.57,1767055619999,197239.54570,164,7.10,6047.72020,0
1767055620000,851.560,851.780,851.550,851.770,52.06,1767055679999,44337.01360,259,45.51,38758.81740,0
1767055680000,851.770,852.020,851.770,852.020,60.30,1767055739999,51370.51380,204,54.02,46020.21020,0
1767055740000,852.020,852.020,851.830,851.890,171.66,1767055799999,146247.62050,184,14.91,12701.23840,0
1767055800000,851.880,851.890,851.850,851.850,21.36,1767055859999,18196.20950,85,6.14,5230.60460,0
1767055860000,851.860,851.860,851.590,851.700,204.43,1767055919999,174106.70630,368,138.58,118023.19040,0
1767055920000,851.700,851.860,851.690,851.850,61.38,1767055979999,52281.32910,247,49.74,42365.81110,0
1767055980000,851.860,851.860,851.630,851.640,77.14,1767056039999,65705.19000,209,16.96,14445.30910,0
1767056040000,851.650,851.710,851.650,851.700,23.73,1767056099999,20210.36800,85,13.02,11088.66100,0
1767056100000,851.700,852.000,851.700,852.000,94.74,1767056159999,80702.74890,211,90.52,77107.98550,0
1767056160000,852.000,852.000,851.990,851.990,6.35,1767056219999,5410.17280,52,3.63,3092.76000,0
1767056220000,852.000,852.000,851.800,851.900,115.34,1767056279999,98263.60300,173,22.30,18995.83460,0
1767056280000,851.890,851.890,851.810,851.860,53.29,1767056339999,45393.97540,127,19.13,16295.33610,0
1767056340000,851.870,852.000,851.860,852.000,28.59,1767056399999,24355.82510,128,24.61,20965.39790,0
1767056400000,852.000,852.110,851.700,851.710,316.88,1767056459999,269940.98930,301,75.73,64520.76610,0
1767056460000,851.700,851.700,851.380,851.380,117.25,1767056519999,99843.36360,373,37.23,31703.10270,0
1767056520000,851.380,851.420,850.960,850.960,349.58,1767056579999,297538.88710,506,33.91,28866.33730,0
1767056580000,850.960,850.960,850.880,850.890,98.92,1767056639999,84171.52820,352,45.30,38545.72360,0
1767056640000,850.880,850.950,850.620,850.840,481.90,1767056699999,409968.23620,484,93.01,79130.11240,0
1767056700000,850.840,850.920,850.830,850.870,133.60,1767056759999,113676.65510,263,108.19,92056.34610,0
1767056760000,850.860,851.070,850.860,851.070,119.91,1767056819999,102036.11000,335,112.90,96071.32310,0
1767056820000,851.060,851.180,851.050,851.170,59.17,1767056879999,50358.03630,161,31.75,27021.90450,0
1767056880000,851.170,851.310,851.170,851.310,88.24,1767056939999,75113.50300,218,77.72,66157.89480,0
1767056940000,851.300,851.310,851.270,851.270,13.38,1767056999999,11390.29550,79,4.96,4222.44690,0
1767057000000,851.270,851.440,851.270,851.440,176.49,1767057059999,150253.91620,263,130.00,110672.87760,0
1767057060000,851.440,851.770,851.440,851.770,186.75,1767057119999,159025.66860,345,184.63,157220.14610,0
1767057120000,851.770,852.190,851.770,852.080,141.18,1767057179999,120293.08890,427,102.15,87035.96770,0
1767057180000,852.090,852.090,851.740,851.740,56.16,1767057239999,47844.00350,151,1.07,911.43330,0
1767057240000,851.740,851.740,851.470,851.490,163.03,1767057299999,138834.04690,329,105.43,89778.83590,0
1767057300000,851.490,851.490,850.850,850.850,201.28,1767057359999,171333.64060,386,19.37,16482.18650,0
1767057360000,850.850,851.060,850.790,851.050,185.34,1767057419999,157706.73090,376,167.05,142144.74200,0
1767057420000,851.060,851.570,851.060,851.570,178.11,1767057479999,151617.33300,379,151.87,129274.97470,0
1767057480000,851.560,852.070,851.560,852.070,96.72,1767057539999,82387.46380,261,86.98,74090.62240,0
1767057540000,852.070,852.330,852.070,852.330,88.26,1767057599999,75212.12890,243,88.05,75033.16860,0
1767057600000,852.330,852.330,852.000,852.000,56.37,1767057659999,48038.32540,267,10.62,9050.68790,0
1767057660000,852.000,852.010,851.800,851.800,55.10,1767057719999,46940.27150,170,7.13,6074.04240,0
1767057720000,851.800,851.810,851.740,851.750,25.77,1767057779999,21950.04720,109,11.99,10212.48310,0
1767057780000,851.750,852.130,851.750,852.130,149.70,1767057839999,127544.79440,345,117.19,99843.11560,0
1767057840000,852.130,852.150,852.040,852.060,21.32,1767057899999,18166.18740,131,12.69,10812.67740,0
1767057900000,852.060,852.060,851.940,851.950,31.00,1767057959999,26412.20150,110,4.54,3868.14280,0
1767057960000,851.950,852.210,851.940,852.210,38.84,1767058019999,33093.34850,183,34.86,29701.90620,0
1767058020000,852.200,852.240,852.160,852.170,15.00,1767058079999,12783.10670,109,9.20,7840.34200,0
1767058080000,852.160,852.170,852.000,852.000,36.66,1767058139999,31235.72670,118,14.75,12567.56970,0
1767058140000,852.000,852.010,852.000,852.010,7.78,1767058199999,6628.62250,70,6.25,5325.06250,0
1767058200000,852.010,852.320,852.000,852.320,61.11,1767058259999,52075.80260,260,59.85,51002.12100,0
1767058260000,852.320,852.400,852.310,852.390,62.52,1767058319999,53288.10450,201,57.03,48608.89380,0
1767058320000,852.400,852.450,852.400,852.450,55.63,1767058379999,47420.49210,129,41.70,35546.01520,0
1767058380000,852.450,852.460,852.000,852.060,476.12,1767058439999,405825.12100,450,70.17,59795.73140,0
1767058440000,852.050,852.150,851.810,851.840,350.23,1767058499999,298399.51960,512,259.64,221219.13870,0
1767058500000,851.850,851.870,851.750,851.750,127.74,1767058559999,108809.27510,169,64.53,54966.63880,0
1767058560000,851.750,851.760,851.280,851.350,518.55,1767058619999,441563.66270,510,76.64,65247.15600,0
1767058620000,851.350,851.550,851.250,851.250,162.58,1767058679999,138420.77560,314,48.26,41090.34120,0
1767058680000,851.250,851.760,851.250,851.710,167.51,1767058739999,142629.61010,357,121.13,103139.73450,0
1767058740000,851.710,851.850,851.600,851.850,107.29,1767058799999,91383.10340,335,61.41,52304.87600,0
1767058800000,851.860,852.010,851.850,852.010,100.90,1767058859999,85956.67250,245,61.87,52708.63580,0
1767058860000,852.020,852.400,852.020,852.390,160.53,1767058919999,136813.42350,429,118.44,100937.13960,0
1767058920000,852.390,852.570,852.390,852.400,118.79,1767058979999,101264.88150,342,78.84,67207.44950,0
1767058980000,852.400,852.580,852.390,852.580,51.71,1767059039999,44081.91600,170,42.08,35872.61590,0
1767059040000,852.570,852.780,852.570,852.700,170.75,1767059099999,145597.72940,342,140.74,120007.26280,0
1767059100000,852.710,853.170,852.700,853.130,192.22,1767059159999,163951.63560,485,131.81,112417.22680,0
1767059160000,853.130,853.250,853.100,853.240,129.65,1767059219999,110611.84130,397,58.90,50251.05990,0
1767059220000,853.240,853.560,853.240,853.560,219.06,1767059279999,186943.93950,421,170.49,145492.96560,0
1767059280000,853.560,853.730,853.440,853.600,244.99,1767059339999,209118.69350,426,146.70,125222.60790,0
1767059340000,853.600,853.650,853.270,853.270,227.62,1767059399999,194270.09290,363,113.40,96784.13670,0
1767059400000,853.270,853.560,853.180,853.560,189.03,1767059459999,161303.73990,314,72.86,62180.20990,0
1767059460000,853.550,853.550,853.190,853.190,203.65,1767059519999,173766.69850,367,69.79,59546.94660,0
1767059520000,853.190,853.190,852.810,852.870,276.85,1767059579999,236144.22830,359,113.41,96739.48460,0
1767059580000,852.870,853.350,852.870,853.350,88.34,1767059639999,75359.50000,280,81.98,69933.80570,0
1767059640000,853.350,853.370,853.190,853.250,141.24,1767059699999,120516.24750,285,60.16,51334.52340,0
1767059700000,853.240,853.240,852.920,852.920,107.99,1767059759999,92135.02810,225,27.87,23778.95260,0
1767059760000,852.910,852.920,852.860,852.860,9.74,1767059819999,8306.96020,73,4.36,3718.51370,0
1767059820000,852.870,852.870,852.780,852.860,84.39,1767059879999,71969.49050,201,62.85,53599.23660,0
1767059880000,852.870,852.880,852.640,852.880,213.61,1767059939999,182152.08290,307,131.68,112282.18380,0
1767059940000,852.880,853.000,852.870,852.980,109.49,1767059999999,93387.30680,218,63.62,54263.56390,0
1767060000000,852.990,853.110,852.630,852.630,141.54,1767060059999,120719.19030,318,36.59,31210.37480,0
1767060060000,852.640,852.920,852.630,852.730,132.07,1767060119999,112625.36370,379,59.80,50992.45400,0
1767060120000,852.730,852.980,852.480,852.480,130.47,1767060179999,111259.74780,470,52.72,44960.74050,0
1767060180000,852.480,852.490,852.210,852.210,270.64,1767060239999,230683.61990,440,30.41,25916.59600,0
1767060240000,852.210,852.300,852.170,852.300,90.54,1767060299999,77159.35930,251,38.84,33100.75270,0
1767060300000,852.290,852.340,851.910,852.110,223.02,1767060359999,190029.25070,539,80.19,68322.89290,0
1767060360000,852.110,852.170,851.920,852.170,167.17,1767060419999,142438.41720,373,47.35,40343.79950,0
1767060420000,852.160,852.420,852.020,852.420,152.66,1767060479999,130094.50550,405,55.30,47128.85440,0
1767060480000,852.420,852.420,852.140,852.180,135.70,1767060539999,115657.56870,281,32.61,27794.69800,0
1767060540000,852.180,852.420,851.930,851.940,135.31,1767060599999,115315.79490,359,41.03,34969.90100,0
1767060600000,851.930,852.110,851.470,851.590,219.87,1767060659999,187302.14320,667,125.96,107300.75140,0
