open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1765756800000,3062.01,3065.73,3060.30,3065.04,3552.770,1765756859999,10881913.89134,7119,2288.361,7009499.96881,0
1765756860000,3065.04,3085.00,3065.04,3080.40,29553.142,1765756919999,90974310.83321,29415,20986.330,64590569.86767,0
1765756920000,3080.40,3082.13,3073.30,3074.63,10157.546,1765756979999,31253705.27474,13358,4408.504,13565947.92197,0
1765756980000,3074.64,3074.85,3068.88,3071.94,6218.773,1765757039999,19095697.50535,11012,3829.383,11758396.22926,0
1765757040000,3071.93,3072.50,3067.51,3068.60,2912.778,1765757099999,8942647.46950,8398,1288.227,3955457.25471,0
1765757100000,3068.59,3069.65,3065.63,3068.81,2752.441,1765757159999,8442192.29270,7623,1202.733,3688729.39926,0
1765757160000,3068.81,3070.15,3066.56,3068.15,1325.369,1765757219999,4066762.68501,5226,828.524,2542292.05455,0
1765757220000,3068.16,3068.64,3066.47,3067.40,1525.017,1765757279999,4677764.63139,4622,607.270,1862738.32083,0
1765757280000,3067.40,3068.11,3066.00,3066.94,1172.201,1765757339999,3595133.78378,3625,592.001,1815648.82638,0
1765757340000,3066.95,3066.95,3063.01,3064.19,2023.143,1765757399999,6200550.48133,4131,704.660,2159128.35896,0
1765757400000,3064.19,3066.49,3063.62,3065.00,1259.491,1765757459999,3860864.49660,4177,611.258,1873760.52474,0
1765757460000,3065.00,3065.01,3060.14,3063.97,3196.575,1765757519999,9787231.49642,6888,1529.524,4683222.82068,0
1765757520000,3063.97,3063.97,3057.99,3058.24,3195.375,1765757579999,9776485.59592,5126,903.527,2764528.28145,0
1765757580000,3058.24,3059.40,3056.28,3058.29,2074.629,1765757639999,6344610.87631,4575,1137.861,3479825.35444,0
1765757640000,3058.28,3060.01,3057.50,3059.54,1162.140,1765757699999,3554463.87632,3599,608.582,1861450.83189,0
1765757700000,3059.55,3060.98,3058.43,3060.67,971.397,1765757759999,2972311.54601,4498,561.119,1716983.09723,0
1765757760000,3060.67,3060.68,3056.00,3056.00,1459.897,1765757819999,4464306.68637,4079,648.996,1984622.20422,0
1765757820000,3056.00,3066.18,3055.25,3065.16,3259.928,1765757879999,9976503.26815,6621,2432.312,7444462.38810,0
1765757880000,3065.16,3066.33,3063.01,3065.49,2131.178,1765757939999,6531266.38645,5929,1532.383,4696110.07629,0
1765757940000,3065.49,3075.45,3065.37,3073.11,10312.389,1765757999999,31681640.88644,14258,7786.475,23919962.13538,0
1765758000000,3073.11,3073.11,3067.05,3067.56,2441.530,1765758059999,7494589.31005,6387,1020.639,3132141.46799,0
1765758060000,3067.56,3073.52,3067.35,3072.35,2458.571,1765758119999,7549085.09435,6900,1410.471,4330362.69382,0
1765758120000,3072.34,3075.00,3071.53,3073.54,1564.105,1765758179999,4806789.53202,5002,826.100,2538560.01630,0
1765758180000,3073.54,3077.43,3071.52,3074.23,3981.704,1765758239999,12244785.04554,8017,2283.457,7022915.87063,0
1765758240000,3074.23,3079.14,3073.62,3078.02,2188.939,1765758299999,6735359.98933,6065,1381.964,4252633.12642,0
1765758300000,3078.03,3079.78,3072.92,3073.00,2683.939,1765758359999,8256315.45225,7354,1076.145,3310717.18500,0
1765758360000,3073.00,3076.00,3072.42,3074.02,1274.243,1765758419999,3917620.05690,4204,547.916,1684445.70426,0
1765758420000,3074.01,3076.45,3073.53,3076.44,1262.643,1765758479999,3882674.82875,3155,861.064,2647722.30316,0
1765758480000,3076.45,3076.99,3072.68,3073.54,1991.581,1765758539999,6122202.10923,4527,522.834,1607437.03481,0
1765758540000,3073.54,3073.90,3072.12,3073.05,2395.041,1765758599999,7359400.97111,3539,724.489,2226096.75127,0
1765758600000,3073.06,3077.46,3073.05,3076.84,2797.381,1765758659999,8602579.19368,7088,1400.439,4306518.44192,0
1765758660000,3076.84,3080.00,3076.72,3079.38,3931.210,1765758719999,12101214.14543,8025,1973.513,6074814.81999,0
1765758720000,3079.38,3081.00,3072.26,3072.44,4709.594,1765758779999,14493656.43850,9657,2168.267,6674114.17725,0
1765758780000,3072.45,3074.45,3072.45,3072.99,2002.943,1765758839999,6156381.56256,3778,750.320,2306276.61382,0
